Date,Anomaly
1948-03-01,0.08066666666666666
1948-04-01,0.07800000000000001
1948-05-01,0.07949999999999999
1948-06-01,0.08016666666666668
1948-07-01,0.07816666666666666
1948-08-01,0.077
1948-09-01,0.07433333333333333
1948-10-01,0.06983333333333334
1948-11-01,0.06516666666666666
1948-12-01,0.058
1949-01-01,0.054166666666666675
1949-02-01,0.04766666666666667
1949-03-01,0.043000000000000003
1949-04-01,0.03883333333333334
1949-05-01,0.03483333333333334
1949-06-01,0.028833333333333332
1949-07-01,0.025
1949-08-01,0.020833333333333332
1949-09-01,0.013000000000000001
1949-10-01,0.007499999999999999
1949-11-01,0.0023333333333333327
1949-12-01,-0.002500000000000001
1950-01-01,-0.009000000000000001
1950-02-01,-0.013833333333333335
1950-03-01,-0.01616666666666667
1950-04-01,-0.023833333333333335
1950-05-01,-0.026166666666666668
1950-06-01,-0.02816666666666667
1950-07-01,-0.03083333333333333
1950-08-01,-0.03816666666666667
1950-09-01,-0.043000000000000003
1950-10-01,-0.04833333333333333
1950-11-01,-0.05516666666666667
1950-12-01,-0.058666666666666666
1951-01-01,-0.06733333333333333
1951-02-01,-0.07416666666666667
1951-03-01,-0.07566666666666667
1951-04-01,-0.0785
1951-05-01,-0.078
1951-06-01,-0.07533333333333334
1951-07-01,-0.07300000000000001
1951-08-01,-0.06899999999999999
1951-09-01,-0.066
1951-10-01,-0.06283333333333334
1951-11-01,-0.063
1951-12-01,-0.05683333333333333
1952-01-01,-0.05449999999999999
1952-02-01,-0.0525
1952-03-01,-0.05366666666666667
1952-04-01,-0.05366666666666666
1952-05-01,-0.05366666666666666
1952-06-01,-0.055
1952-07-01,-0.054000000000000006
1952-08-01,-0.0515
1952-09-01,-0.04833333333333333
1952-10-01,-0.04816666666666666
1952-11-01,-0.04916666666666667
1952-12-01,-0.04683333333333333
1953-01-01,-0.0455
1953-02-01,-0.04116666666666667
1953-03-01,-0.03483333333333334
1953-04-01,-0.02983333333333333
1953-05-01,-0.028833333333333332
1953-06-01,-0.024833333333333332
1953-07-01,-0.024166666666666666
1953-08-01,-0.023000000000000003
1953-09-01,-0.021
1953-10-01,-0.01883333333333333
1953-11-01,-0.01783333333333333
1953-12-01,-0.013333333333333332
1954-01-01,-0.0175
1954-02-01,-0.01683333333333333
1954-03-01,-0.01933333333333333
1954-04-01,-0.020999999999999998
1954-05-01,-0.02383333333333333
1954-06-01,-0.02283333333333333
1954-07-01,-0.02283333333333333
1954-08-01,-0.023333333333333334
1954-09-01,-0.0225
1954-10-01,-0.02183333333333333
1954-11-01,-0.0195
1954-12-01,-0.01983333333333333
1955-01-01,-0.0145
1955-02-01,-0.013999999999999997
1955-03-01,-0.01783333333333333
1955-04-01,-0.01833333333333333
1955-05-01,-0.020833333333333332
1955-06-01,-0.02283333333333333
1955-07-01,-0.0235
1955-08-01,-0.02133333333333333
1955-09-01,-0.021333333333333333
1955-10-01,-0.019166666666666665
1955-11-01,-0.018166666666666668
1955-12-01,-0.019166666666666665
1956-01-01,-0.015333333333333332
1956-02-01,-0.011833333333333333
1956-03-01,-0.011833333333333333
1956-04-01,-0.013333333333333332
1956-05-01,-0.018000000000000002
1956-06-01,-0.021
1956-07-01,-0.02316666666666667
1956-08-01,-0.028999999999999995
1956-09-01,-0.034499999999999996
